PersonID,Role,Age,OwnMonthlyIncome,ParentMonthlyIncome,CumulativeFamilyIncome,FamilySize,IncomeBracket,Occupation,MaritalStatus,RecommendedPlan,PremiumType,PlanMonthlyPayment,AvgMaxCoverage
8798,Adult,61,41311,0,130613,1,Low,Service Worker,Married,Parents Health Insurance,Basic,4515,573070
8799,Adult,58,124740,0,124740,1,High,Professional,Single,Parents Health Insurance,Premier,18790,573070
8800,Teen,17,0,63603,63603,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
8801,Teen,13,0,94515,94515,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
8802,Adult,56,49203,0,49203,1,Low,Factory Worker,Single,Parents Health Insurance,Basic,4515,573070
8803,Teen,19,0,88061,88061,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
8804,Adult,46,103981,0,145292,3,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
8805,Adult,53,52200,0,162553,1,Medium,White-collar,Married,Accidental Coverage,Lite,14445,470322
8806,Adult,62,107277,0,196579,1,High,Executive,Married,Parents Health Insurance,Premier,18790,573070
8807,Adult,53,144726,0,186037,4,High,Professional,Married,Family Health Insurance,Premier,25574,499383
8808,Adult,42,52200,0,52200,1,Medium,Technician,Single,Individual Health Insurance,Lite,13437,669409
8809,Adult,34,64266,0,64266,1,Medium,White-collar,Single,Protability Insurance,Lite,10315,326569
8810,Child,9,0,67087,67087,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
8811,Adult,58,103981,0,103981,1,High,Executive,Single,Parents Health Insurance,Premier,18790,573070
8812,Adult,49,36771,0,36771,1,Low,Blue-collar,Single,Protability Insurance,Basic,6790,326569
8813,Adult,35,127037,0,169149,1,High,Manager,Married,Protability Insurance,Premier,18613,326569
8814,Adult,36,94515,0,198496,2,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
8815,Adult,33,88061,0,102795,2,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
8816,Adult,33,55459,0,55459,1,Medium,White-collar,Single,Individual Health Insurance,Lite,13437,669409
8817,Adult,24,116867,0,154096,1,High,Entrepreneur,Married,Accidental Coverage,Premier,15431,470322
8818,Adult,41,127037,0,141771,3,High,Executive,Married,Family Health Insurance,Premier,25574,499383
8819,Adult,45,107277,0,224144,3,High,Executive,Married,Family Health Insurance,Premier,25574,499383
8820,Teen,19,0,124740,124740,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
8821,Child,2,0,44481,44481,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
8822,Teen,13,0,139854,139854,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
8823,Teen,15,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
8824,Teen,18,0,55459,55459,7,Medium,Dependent,Single,Accidental Coverage,Lite,14445,470322
8825,Child,3,0,83435,83435,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
8826,Teen,18,0,103981,103981,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
8827,Adult,32,103981,0,148691,4,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
8828,Young Adult,21,110353,0,110353,1,High,Professional,Single,Protability Insurance,Premier,18613,326569
8829,Teen,14,0,41311,41311,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
8830,Adult,50,110353,0,250207,4,High,Factory Worker,Married,Family Health Insurance,Premier,25574,499383
8831,Adult,50,14734,0,14734,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
8832,Adult,55,103981,0,214334,1,High,Executive,Married,Parents Health Insurance,Premier,18790,573070
8833,Teen,19,0,110353,110353,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
8834,Adult,35,103981,0,198496,3,High,Manager,Married,Family Health Insurance,Premier,25574,499383
8835,Young Adult,19,63603,0,63603,1,Medium,White-collar,Single,Individual Health Insurance,Lite,13437,669409
8836,Adult,32,107277,0,144506,2,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
8837,Adult,63,63603,0,63603,1,Medium,Sales Associate,Single,Parents Health Insurance,Lite,10404,573070
8838,Child,10,0,135386,135386,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
8839,Adult,63,52200,0,67117,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
8840,Adult,54,124740,0,124740,1,High,Manager,Single,Protability Insurance,Premier,18613,326569
8841,Adult,57,14734,0,14734,1,Low,Factory Worker,Single,Parents Health Insurance,Basic,4515,573070
8842,Adult,25,44710,0,44710,1,Low,Factory Worker,Single,Protability Insurance,Basic,6790,326569
8843,Adult,58,40968,0,148245,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
8844,Young Adult,21,94515,0,131286,3,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
8845,Child,9,0,64718,64718,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
8846,Adult,50,139854,0,203457,1,High,Manager,Married,Accidental Coverage,Premier,15431,470322
8847,Child,3,0,38734,38734,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
8848,Adult,31,116867,0,131784,1,High,Executive,Married,Protability Insurance,Premier,18613,326569
8849,Adult,33,55459,0,55459,1,Medium,White-collar,Single,Protability Insurance,Lite,10315,326569
8850,Adult,31,22417,0,22417,1,Low,Blue-collar,Single,Accidental Coverage,Basic,8791,470322
8851,Adult,53,94877,0,94877,1,Medium,Sales Associate,Single,Individual Health Insurance,Lite,13437,669409
8852,Child,7,0,85559,85559,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
8853,Adult,26,110353,0,159556,3,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
8854,Adult,58,110353,0,250207,1,High,Professional,Married,Parents Health Insurance,Premier,18790,573070
8855,Adult,48,127037,0,164266,4,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
8856,Adult,58,92044,0,186559,1,Medium,Technician,Married,Parents Health Insurance,Lite,10404,573070
8857,Adult,65,55459,0,97571,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
8858,Adult,57,41311,0,78082,1,Low,Service Worker,Married,Parents Health Insurance,Basic,4515,573070
8859,Child,5,0,48211,48211,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
8860,Child,10,0,126736,126736,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
8861,Young Adult,20,88061,0,198414,1,Medium,White-collar,Married,Accidental Coverage,Lite,14445,470322
8862,Adult,55,63603,0,127869,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
8863,Child,10,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
8864,Adult,32,124740,0,241607,3,High,Professional,Married,Family Health Insurance,Premier,25574,499383
8865,Adult,57,94877,0,239603,1,Medium,Technician,Married,Parents Health Insurance,Lite,10404,573070
8866,Adult,35,52200,0,107659,4,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
8867,Young Adult,19,107277,0,107277,1,High,Entrepreneur,Single,Individual Health Insurance,Premier,18299,669409
8868,Adult,59,94877,0,189392,1,Medium,Technician,Married,Parents Health Insurance,Lite,10404,573070
8869,Adult,43,37229,0,37229,1,Low,Service Worker,Single,Individual Health Insurance,Basic,4712,669409
8870,Adult,48,92044,0,92044,1,Medium,White-collar,Single,Protability Insurance,Lite,10315,326569
8871,Adult,24,50305,0,91616,1,Medium,White-collar,Married,Individual Health Insurance,Lite,13437,669409
8872,Adult,31,92044,0,156310,2,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
8873,Adult,57,124740,0,124740,1,High,Entrepreneur,Single,Parents Health Insurance,Premier,18790,573070
8874,Adult,39,139854,0,188835,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
8875,Adult,26,89302,0,236371,3,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
8876,Adult,33,139854,0,139854,1,High,Executive,Single,Individual Health Insurance,Premier,18299,669409
8877,Adult,56,36771,0,36771,1,Low,Service Worker,Single,Parents Health Insurance,Basic,4515,573070
8878,Teen,15,0,55459,55459,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
8879,Child,2,0,148817,148817,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
8880,Teen,15,0,89302,89302,3,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
8881,Teen,15,0,52200,52200,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
8882,Adult,37,40968,0,151321,1,Low,Blue-collar,Married,Protability Insurance,Basic,6790,326569
8883,Adult,49,14734,0,29468,1,Low,Blue-collar,Married,Individual Health Insurance,Basic,4712,669409
8884,Teen,19,0,110601,110601,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
8885,Adult,45,127037,0,221552,4,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
8886,Adult,46,89302,0,153568,4,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
8887,Child,7,0,128696,128696,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
8888,Teen,15,0,116867,116867,7,High,Dependent,Single,Protability Insurance,Premier,18613,326569
8889,Child,7,0,105712,105712,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
8890,Adult,39,144726,0,144726,1,High,Executive,Single,Protability Insurance,Premier,18613,326569
8891,Adult,26,17314,0,17314,1,Low,Service Worker,Single,Protability Insurance,Basic,6790,326569
8892,Adult,47,94877,0,135845,3,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
8893,Adult,54,94877,0,143858,2,Medium,Service Worker,Married,Family Health Insurance,Lite,17575,499383
8894,Child,12,0,26656,26656,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
8895,Adult,32,64266,0,113247,4,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
8896,Teen,18,0,144726,144726,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
8897,Adult,61,92044,0,92044,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
8898,Adult,51,94515,0,94515,1,Medium,Clerical,Single,Accidental Coverage,Lite,14445,470322
8899,Adult,65,147069,0,147069,1,High,Entrepreneur,Single,Parents Health Insurance,Premier,18790,573070
8900,Adult,61,41311,0,41311,1,Low,Blue-collar,Single,Parents Health Insurance,Basic,4515,573070
8901,Teen,14,0,41311,41311,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
8902,Child,2,0,48211,48211,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
8903,Adult,56,52200,0,196926,1,Medium,Clerical,Married,Parents Health Insurance,Lite,10404,573070
8904,Adult,35,40968,0,40968,1,Low,Factory Worker,Single,Individual Health Insurance,Basic,4712,669409
8905,Adult,24,147069,0,147069,1,High,Manager,Single,Individual Health Insurance,Premier,18299,669409
8906,Child,3,0,37748,37748,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
8907,Adult,51,64266,0,152327,4,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
8908,Teen,16,0,63603,63603,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
8909,Adult,58,14917,0,106961,1,Low,Service Worker,Married,Parents Health Insurance,Basic,4515,573070
8910,Adult,62,48981,0,112584,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
8911,Teen,16,0,94877,94877,5,Medium,Dependent,Single,Protability Insurance,Lite,10315,326569
8912,Adult,43,147069,0,147069,1,High,Entrepreneur,Single,Protability Insurance,Premier,18613,326569
8913,Adult,28,110601,0,162801,3,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
8914,Teen,17,0,124740,124740,5,High,Dependent,Single,Covid Coverage,Premier,8978,541031
8915,Adult,57,64266,0,64266,1,Medium,Technician,Single,Parents Health Insurance,Lite,10404,573070
8916,Adult,50,103981,0,167584,2,High,Manager,Married,Family Health Insurance,Premier,25574,499383
8917,Child,4,0,61853,61853,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
8918,Teen,15,0,36771,36771,7,Low,Dependent,Single,Protability Insurance,Basic,6790,326569
8919,Adult,51,127037,0,182496,3,High,Manager,Married,Family Health Insurance,Premier,25574,499383
8920,Adult,35,50305,0,50305,1,Medium,Technician,Single,Protability Insurance,Lite,10315,326569
8921,Adult,30,94515,0,143496,4,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
8922,Adult,23,40968,0,40968,1,Low,Factory Worker,Single,Individual Health Insurance,Basic,4712,669409
8923,Adult,40,44710,0,108313,1,Low,Blue-collar,Married,Accidental Coverage,Basic,8791,470322
8924,Adult,37,44710,0,44710,1,Low,Factory Worker,Single,Accidental Coverage,Basic,8791,470322
8925,Adult,26,94515,0,201792,2,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
8926,Adult,49,116867,0,208911,2,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
8927,Adult,40,22417,0,111719,1,Low,Blue-collar,Married,Accidental Coverage,Basic,8791,470322
8928,Adult,29,116867,0,116867,1,High,Professional,Single,Protability Insurance,Premier,18613,326569
8929,Teen,16,0,88061,88061,5,Medium,Dependent,Single,Protability Insurance,Lite,10315,326569
8930,Adult,51,127037,0,215098,3,High,Manager,Married,Family Health Insurance,Premier,25574,499383
8931,Adult,56,14734,0,14734,1,Low,Blue-collar,Single,Parents Health Insurance,Basic,4515,573070
8932,Adult,42,52200,0,156181,1,Medium,White-collar,Married,Individual Health Insurance,Lite,13437,669409
8933,Young Adult,21,94877,0,239603,1,Medium,Sales Associate,Married,Accidental Coverage,Lite,14445,470322
8934,Adult,35,94877,0,189754,3,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
8935,Teen,13,0,49203,49203,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
8936,Adult,30,50305,0,50305,1,Medium,Clerical,Single,Individual Health Insurance,Lite,13437,669409
8937,Adult,28,103981,0,167584,2,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
8938,Adult,23,50305,0,50305,1,Medium,Technician,Single,Protability Insurance,Lite,10315,326569
8939,Adult,44,94515,0,158781,2,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
8940,Young Adult,22,107277,0,107277,1,High,Manager,Single,Protability Insurance,Premier,18613,326569
8941,Child,5,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
8942,Adult,30,110353,0,174619,2,High,Factory Worker,Married,Family Health Insurance,Premier,25574,499383
8943,Young Adult,20,14734,0,14734,1,Low,Factory Worker,Single,Individual Health Insurance,Basic,4712,669409
8944,Adult,31,92044,0,92044,1,Medium,Technician,Single,Individual Health Insurance,Lite,13437,669409
8945,Adult,65,64266,0,114571,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
8946,Adult,32,89302,0,177363,4,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
8947,Adult,63,88061,0,232787,1,Medium,Clerical,Married,Parents Health Insurance,Lite,10404,573070
8948,Young Adult,20,48981,0,159334,1,Low,Blue-collar,Married,Individual Health Insurance,Basic,4712,669409
8949,Child,10,0,149521,149521,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
8950,Child,9,0,77923,77923,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
8951,Adult,47,63603,0,112584,2,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
8952,Teen,14,0,124740,124740,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
8953,Young Adult,19,107277,0,254346,3,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
8954,Teen,18,0,94877,94877,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
8955,Adult,59,147069,0,147069,1,High,Executive,Single,Parents Health Insurance,Premier,18790,573070
8956,Adult,51,50305,0,160658,4,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
8957,Adult,23,107277,0,107277,1,High,Entrepreneur,Single,Individual Health Insurance,Premier,18299,669409
8958,Adult,64,40968,0,40968,1,Low,Service Worker,Single,Parents Health Insurance,Basic,4515,573070
8959,Adult,61,103981,0,220848,1,High,Professional,Married,Parents Health Insurance,Premier,18790,573070
8960,Adult,54,50305,0,167172,3,Medium,Sales Associate,Married,Family Health Insurance,Lite,17575,499383
8961,Teen,15,0,24174,24174,6,Low,Dependent,Single,Accidental Coverage,Basic,8791,470322
8962,Child,7,0,67087,67087,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
8963,Child,3,0,83435,83435,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
8964,Adult,48,94877,0,205230,1,Medium,White-collar,Married,Covid Coverage,Lite,5292,541031
8965,Adult,31,127037,0,168348,2,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
8966,Adult,65,48981,0,112584,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
8967,Young Adult,19,110601,0,110601,1,High,Manager,Single,Individual Health Insurance,Premier,18299,669409
8968,Adult,29,110601,0,110601,1,High,Manager,Single,Protability Insurance,Premier,18613,326569
8969,Adult,46,88061,0,88061,1,Medium,White-collar,Single,Individual Health Insurance,Lite,13437,669409
8970,Adult,44,107277,0,211258,3,High,Executive,Married,Family Health Insurance,Premier,25574,499383
8971,Adult,62,36771,0,124832,1,Low,Factory Worker,Married,Parents Health Insurance,Basic,4515,573070
8972,Adult,35,92044,0,129273,1,Medium,White-collar,Married,Accidental Coverage,Lite,14445,470322
8973,Young Adult,20,88061,0,151664,3,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
8974,Adult,32,14917,0,14917,1,Low,Service Worker,Single,Individual Health Insurance,Basic,4712,669409
8975,Adult,63,36771,0,131648,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
8976,Adult,59,127037,0,190640,1,High,Manager,Married,Parents Health Insurance,Premier,18790,573070
8977,Adult,63,64266,0,189006,1,Medium,Clerical,Married,Parents Health Insurance,Lite,10404,573070
8978,Adult,62,94515,0,144820,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
8979,Adult,57,124740,0,124740,1,High,Executive,Single,Parents Health Insurance,Premier,18790,573070
8980,Adult,53,36771,0,36771,1,Low,Blue-collar,Single,Accidental Coverage,Basic,8791,470322
8981,Young Adult,20,116867,0,116867,1,High,Entrepreneur,Single,Protability Insurance,Premier,18613,326569
8982,Adult,24,107277,0,107277,1,High,Entrepreneur,Single,Protability Insurance,Premier,18613,326569
8983,Adult,43,110353,0,147124,4,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
8984,Adult,31,139854,0,204120,3,High,Manager,Married,Family Health Insurance,Premier,25574,499383
8985,Child,12,0,67087,67087,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
8986,Adult,57,40968,0,40968,1,Low,Blue-collar,Single,Parents Health Insurance,Basic,4515,573070
8987,Adult,41,144726,0,239603,3,High,Service Worker,Married,Family Health Insurance,Premier,25574,499383
8988,Adult,40,63603,0,173956,2,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
8989,Adult,62,37229,0,147830,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
8990,Adult,38,89302,0,138505,2,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
8991,Teen,17,0,64266,64266,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
8992,Adult,60,88061,0,88061,1,Medium,White-collar,Single,Parents Health Insurance,Lite,10404,573070
8993,Adult,36,124740,0,219255,2,High,Professional,Married,Family Health Insurance,Premier,25574,499383
8994,Teen,16,0,127037,127037,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
8995,Adult,31,116867,0,116867,1,High,Executive,Single,Individual Health Insurance,Premier,18299,669409
8996,Adult,36,52200,0,52200,1,Medium,Clerical,Single,Accidental Coverage,Lite,14445,470322
8997,Adult,26,124740,0,124740,1,High,Entrepreneur,Single,Protability Insurance,Premier,18613,326569
8998,Child,10,0,44481,44481,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
8999,Adult,33,124740,0,139474,4,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
9000,Adult,58,52200,0,107659,1,Medium,Technician,Married,Parents Health Insurance,Lite,10404,573070
9001,Adult,58,107277,0,148588,1,High,Entrepreneur,Married,Parents Health Insurance,Premier,18790,573070
9002,Adult,40,139854,0,139854,1,High,Professional,Single,Accidental Coverage,Premier,15431,470322
9003,Teen,17,0,103981,103981,5,High,Dependent,Single,Individual Health Insurance,Premier,18299,669409
9004,Teen,13,0,52200,52200,7,Medium,Dependent,Single,Individual Health Insurance,Lite,13437,669409
9005,Adult,45,22417,0,22417,1,Low,Factory Worker,Single,Accidental Coverage,Basic,8791,470322
9006,Adult,26,64266,0,114571,3,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
9007,Adult,43,110353,0,147582,4,High,Executive,Married,Family Health Insurance,Premier,25574,499383
9008,Adult,54,52200,0,179237,4,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
9009,Adult,63,64266,0,158781,1,Medium,White-collar,Married,Parents Health Insurance,Lite,10404,573070
9010,Adult,36,94877,0,135845,2,Medium,Technician,Married,Family Health Insurance,Lite,17575,499383
9011,Adult,23,55459,0,104440,2,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
9012,Adult,54,36771,0,51688,1,Low,Blue-collar,Married,Accidental Coverage,Basic,8791,470322
9013,Adult,26,64266,0,64266,1,Medium,Clerical,Single,Protability Insurance,Lite,10315,326569
9014,Young Adult,20,124740,0,124740,1,High,Executive,Single,Protability Insurance,Premier,18613,326569
9015,Adult,37,110601,0,110601,1,High,Professional,Single,Individual Health Insurance,Premier,18299,669409
9016,Teen,15,0,147069,147069,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
9017,Child,11,0,83435,83435,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9018,Child,5,0,61853,61853,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
9019,Adult,33,52200,0,52200,1,Medium,White-collar,Single,Accidental Coverage,Lite,14445,470322
9020,Adult,54,124740,0,124740,1,High,Executive,Single,Protability Insurance,Premier,18613,326569
9021,Child,5,0,126736,126736,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
9022,Adult,42,40968,0,55702,1,Low,Service Worker,Married,Individual Health Insurance,Basic,4712,669409
9023,Adult,33,139854,0,250455,2,High,Factory Worker,Married,Family Health Insurance,Premier,25574,499383
9024,Child,12,0,48211,48211,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9025,Adult,42,103981,0,141210,4,High,Executive,Married,Family Health Insurance,Premier,25574,499383
9026,Adult,38,52200,0,140261,1,Medium,Technician,Married,Individual Health Insurance,Lite,13437,669409
9027,Adult,42,55459,0,143520,2,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
9028,Adult,44,139854,0,266891,2,High,Executive,Married,Family Health Insurance,Premier,25574,499383
9029,Child,5,0,128696,128696,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
9030,Adult,38,144726,0,159643,4,High,Blue-collar,Married,Family Health Insurance,Premier,25574,499383
9031,Adult,56,14734,0,63715,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
9032,Adult,34,110353,0,110353,1,High,Professional,Single,Protability Insurance,Premier,18613,326569
9033,Teen,13,0,36771,36771,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9034,Adult,53,44710,0,44710,1,Low,Factory Worker,Single,Individual Health Insurance,Basic,4712,669409
9035,Adult,24,94515,0,221552,3,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
9036,Adult,37,64266,0,108976,3,Medium,Blue-collar,Married,Family Health Insurance,Lite,17575,499383
9037,Adult,57,144726,0,144726,1,High,Professional,Single,Parents Health Insurance,Premier,18790,573070
9038,Young Adult,22,50305,0,50305,1,Medium,White-collar,Single,Protability Insurance,Lite,10315,326569
9039,Young Adult,19,94515,0,94515,1,Medium,Sales Associate,Single,Individual Health Insurance,Lite,13437,669409
9040,Adult,63,36771,0,36771,1,Low,Service Worker,Single,Parents Health Insurance,Basic,4515,573070
9041,Child,7,0,24174,24174,1,Low,Dependent,Single,Children Health Insurance,Basic,9480,299273
9042,Adult,64,127037,0,127037,1,High,Manager,Single,Parents Health Insurance,Premier,18790,573070
9043,Teen,14,0,147069,147069,1,High,Dependent,Single,Children Health Insurance,Premier,19730,299273
9044,Adult,41,52200,0,93511,4,Medium,Service Worker,Married,Family Health Insurance,Lite,17575,499383
9045,Child,11,0,61853,61853,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
9046,Child,7,0,81150,81150,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9047,Adult,63,127037,0,254074,1,High,Professional,Married,Parents Health Insurance,Premier,18790,573070
9048,Adult,48,127037,0,271763,2,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
9049,Adult,39,124740,0,269466,1,High,Entrepreneur,Married,Accidental Coverage,Premier,15431,470322
9050,Young Adult,21,147069,0,184298,3,High,Entrepreneur,Married,Family Health Insurance,Premier,25574,499383
9051,Child,11,0,95438,95438,2,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9052,Child,9,0,77923,77923,4,Medium,Dependent,Single,Family Health Insurance,Lite,17575,499383
9053,Adult,38,63603,0,78520,3,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
9054,Teen,16,0,110353,110353,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
9055,Adult,63,14917,0,52146,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
9056,Young Adult,21,89302,0,89302,1,Medium,Clerical,Single,Individual Health Insurance,Lite,13437,669409
9057,Child,4,0,149521,149521,2,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
9058,Adult,41,107277,0,144506,1,High,Entrepreneur,Married,Protability Insurance,Premier,18613,326569
9059,Adult,65,110601,0,110601,1,High,Professional,Single,Parents Health Insurance,Premier,18790,573070
9060,Child,10,0,148817,148817,3,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
9061,Adult,48,94515,0,186559,2,Medium,White-collar,Married,Family Health Insurance,Lite,17575,499383
9062,Adult,36,22417,0,22417,1,Low,Service Worker,Single,Accidental Coverage,Basic,8791,470322
9063,Adult,49,94877,0,145182,4,Medium,Service Worker,Married,Family Health Insurance,Lite,17575,499383
9064,Adult,47,144726,0,144726,1,High,Executive,Single,Accidental Coverage,Premier,15431,470322
9065,Adult,63,41311,0,145292,1,Low,Blue-collar,Married,Parents Health Insurance,Basic,4515,573070
9066,Adult,30,89302,0,152905,3,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
9067,Adult,64,52200,0,52200,1,Medium,White-collar,Single,Parents Health Insurance,Lite,10404,573070
9068,Adult,39,48981,0,48981,1,Low,Service Worker,Single,Protability Insurance,Basic,6790,326569
9069,Young Adult,22,107277,0,107277,1,High,Entrepreneur,Single,Individual Health Insurance,Premier,18299,669409
9070,Teen,14,0,88061,88061,1,Medium,Dependent,Single,Children Health Insurance,Lite,15600,299273
9071,Adult,39,14917,0,14917,1,Low,Blue-collar,Single,Individual Health Insurance,Basic,4712,669409
9072,Adult,40,107277,0,148245,2,High,Professional,Married,Family Health Insurance,Premier,25574,499383
9073,Adult,23,17314,0,17314,1,Low,Service Worker,Single,Protability Insurance,Basic,6790,326569
9074,Young Adult,22,124740,0,124740,1,High,Entrepreneur,Single,Protability Insurance,Premier,18613,326569
9075,Teen,19,0,124740,124740,4,High,Dependent,Single,Family Health Insurance,Premier,25574,499383
9076,Adult,42,50305,0,139607,4,Medium,Clerical,Married,Family Health Insurance,Lite,17575,499383
